id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,6000,6000,6000, 36 months,11.98,199.23,B,B5,Dock hand,2 years,RENT,40000,Source Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,117xx,NY,23.58,0,Mar-2014,0,,,8,0,5713,36.9,10,w,4388.53,4388.53,2187.54,2187.54,1611.47,576.07,0.0,0.0,0.0,Feb-2019,199.23,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,16136,0,1,0,1,19,10423,44,2,4,2691,41,15500,1,0,2,5,2017,4575,55.1,0,0,19,48,8,8,0,8,,7,,0,3,4,3,5,1,7,9,4,8,0,0,0,2,100,0,0,0,38951,16136,10200,23451,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 60 months,5.31,190.14,A,A1,COO,7 years,MORTGAGE,157202,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,349xx,FL,7.98,0,Oct-2000,0,,,8,0,15123,48.9,13,w,8359.23,8359.23,2088.59,2088.59,1640.77,447.82,0.0,0.0,0.0,Feb-2019,190.14,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,235992,2,2,1,2,7,47842,81,3,3,6574,58,30900,1,2,3,6,29499,15041,49.7,0,0,30,208,4,4,2,4,,7,,0,4,5,4,7,3,5,8,5,8,0,0,0,5,100,0,0,0,257629,62965,29900,52572,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,20000,20000,20000, 60 months,14.07,466.1,C,C3,Assembler ,10+ years,MORTGAGE,79000,Not Verified,Mar-2018,Current,n,,,home_improvement,Home improvement,165xx,PA,18.37,0,May-1992,1,39,101,9,1,785,11.7,26,w,17297.67,17297.67,5111.47,5111.47,2702.33,2409.14,0.0,0.0,0.0,Feb-2019,466.1,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,136151,3,3,2,4,3,48187,90,1,3,632,82,6700,2,2,4,8,15128,3560,15.2,0,0,124,310,3,3,1,81,,3,,0,2,3,2,2,18,5,7,3,9,0,0,0,4,96.2,0,1,0,147352,48972,4200,53352,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,9.92,322.3,B,B2,Estimator,4 years,RENT,86000,Not Verified,Mar-2018,Fully Paid,n,,,major_purchase,Major purchase,922xx,CA,19.08,0,Jun-2009,1,,,12,0,9648,38.3,26,w,0.00,0.00,10259.5330663058,10259.53,10000.00,259.53,0.0,0.0,0.0,Jun-2018,9620.44,,Jul-2018,0,,1,Individual,,,,0,150,80219,1,2,1,5,10,70571,76,2,4,4124,57,25200,4,3,6,9,6685,13126,40.9,0,0,88,105,6,6,0,10,,4,,0,4,5,6,11,10,10,16,5,12,0,0,0,3,100,33.3,0,0,107162,80219,22200,81962,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6500,6500,6500, 36 months,20.39,242.86,D,D4,Security ,5 years,RENT,30000,Source Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,913xx,CA,25.08,0,Mar-2013,0,,,7,0,6238,70.1,9,w,4913.17,4913.17,2664.1,2664.10,1586.83,1077.27,0.0,0.0,0.0,Feb-2019,242.86,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,15424,0,2,1,2,11,9186,64,1,2,3251,66,8900,1,0,1,4,2203,256,94.7,0,0,60,60,11,11,0,11,,11,,0,2,4,2,2,4,5,5,4,7,0,0,0,2,100,100,0,0,23301,15424,4800,14401,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10200,10200,10200, 36 months,20.39,381.1,D,D4,FC associate ,< 1 year,RENT,25000,Verified,Mar-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,320xx,FL,36.05,0,Oct-1989,1,,,12,0,11212,33.0,16,w,0.00,0.00,10207.5146500001,10207.51,10200.00,7.51,0.0,0.0,0.0,Mar-2018,10219.06,,Jan-2019,0,,1,Individual,,,,0,2340,26188,3,1,0,1,23,14976,67,5,5,3876,46,34000,0,1,1,6,2182,12874,36.3,0,0,48,341,2,2,0,2,,6,,0,4,8,6,6,4,11,12,8,12,0,0,0,5,100,0,0,0,56383,26188,20200,22383,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4000,4000,4000, 36 months,12.61,134.03,C,C1,Teacher,10+ years,RENT,91000,Source Verified,Mar-2018,Current,n,,,other,Other,110xx,NY,7.7,0,Apr-1998,0,35,,5,0,3598,75.0,20,w,2933.15,2933.15,1471.53,1471.53,1066.85,404.68,0.0,0.0,0.0,Feb-2019,134.03,Mar-2019,Feb-2019,0,35,1,Individual,,,,0,0,3598,1,0,0,0,,0,,3,4,0,75,4800,0,0,0,4,720,,,1,0,,239,4,4,0,,36,16,35,7,0,5,0,4,0,5,20,5,5,0,0,0,3,40,,0,0,4800,3598,0,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9600,9600,9600, 36 months,12.61,321.67,C,C1,,n/a,OWN,70000,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,662xx,KS,31.63,0,Jul-1984,0,71,,8,0,16559,96.8,17,f,7040.44,7040.44,3531.64,3531.64,2559.56,972.08,0.0,0.0,0.0,Feb-2019,321.67,Mar-2019,Feb-2019,0,71,1,Joint App,110000,30.71,Not Verified,0,0,52690,0,3,0,0,27,36131,51,1,2,8323,59,17100,0,0,0,2,6586,270,97.9,0,0,101,404,11,11,1,11,,,71,3,3,5,3,5,8,5,8,5,8,0,0,0,1,76.5,100,0,0,88641,52690,12800,71541,34086,Aug-2012,2,0,17,93.7,10,7,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 36 months,9.43,640.01,B,B1,Associate Professor,10+ years,MORTGAGE,140000,Source Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,028xx,RI,17.38,0,Jul-1993,2,34,,9,0,29091,85.1,30,w,14475.03,14475.03,6958.06,6958.06,5524.97,1433.09,0.0,0.0,0.0,Feb-2019,640.01,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,328921,0,2,1,1,11,52755,89,2,2,6776,87,34200,1,0,7,3,41115,4486,69.5,0,0,158,296,8,8,2,67,34,0,34,0,2,5,1,16,6,6,22,5,7,0,0,0,3,96.4,50,0,0,398608,81846,14700,78384,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 60 months,10.9,216.93,B,B4,Quality  auditor,10+ years,MORTGAGE,45000,Not Verified,Mar-2018,Current,n,,,other,Other,465xx,IN,20.19,0,Jun-2005,0,,,7,0,5933,36.4,14,w,8548.19,8548.19,2380.17,2380.17,1451.81,928.36,0.0,0.0,0.0,Feb-2019,216.93,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,96729,0,1,1,1,10,35267,,0,0,2616,36,16300,0,2,2,1,13818,2938,61.8,0,0,120,144,49,10,1,49,,10,,0,2,4,2,4,4,5,9,4,7,0,0,0,1,100,50,0,0,145800,41200,7700,38500,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,13.58,169.87,C,C2,Operator,5 years,RENT,30000,Not Verified,Mar-2018,Late (31-120 days),n,,,debt_consolidation,Debt consolidation,270xx,NC,7.48,0,Jan-1994,0,54,,3,0,1169,89.9,6,w,4056.98,4056.98,1371.0,1371.00,943.02,427.98,0.0,0.0,0.0,Dec-2018,169.87,Mar-2019,Feb-2019,0,54,1,Individual,,,,0,0,4170,2,1,2,2,5,3001,86,0,0,924,87,1300,0,0,0,2,1390,76,92.4,0,0,6,290,62,5,0,168,,,54,1,1,2,1,1,2,2,4,2,3,0,0,0,2,83.3,100,0,0,4774,4170,1000,3474,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 60 months,21.85,330.41,D,D5,Delivery Driver,< 1 year,RENT,42000,Not Verified,Mar-2018,Charged Off,n,,,debt_consolidation,Debt consolidation,852xx,AZ,25.34,0,Jun-2007,0,,,8,0,12897,62.9,13,w,0.00,0.00,2051.07,2051.07,702.78,1348.29,0.0,0.0,0.0,Oct-2018,413.59,,Feb-2019,0,,1,Individual,,,,0,368,20796,3,2,1,1,3,7899,29,2,2,5359,43,20500,0,0,1,3,2600,5406,59.7,0,0,129,120,2,2,0,2,,3,,0,3,6,3,3,6,6,7,6,8,0,0,0,3,100,33.3,0,0,48151,20796,13400,27651,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,13000,13000,13000, 36 months,6.07,395.9,A,A2,"Vice President, Finance & H.R.",10+ years,MORTGAGE,101000,Not Verified,Mar-2018,In Grace Period,n,,,credit_card,Credit card refinancing,816xx,CO,8.46,0,Sep-1997,0,,,9,0,14616,39.9,17,f,9626.81,9626.81,3974.42,3974.42,3373.19,581.43,19.8,0.0,0.0,Feb-2019,395.9,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,17675,0,1,0,0,34,3059,18,0,0,12984,33,36600,0,0,0,0,1964,14014,50.8,0,0,154,246,62,34,0,62,,,,0,4,5,5,8,3,8,14,5,9,0,0,0,0,100,60,0,0,53904,17675,28500,17304,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,10.9,261.54,B,B4,CAD Operator,2 years,OWN,37000,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,260xx,WV,22.87,0,Nov-1994,0,,74,9,1,4358,31.6,12,f,5825.42,5825.42,2872.1,2872.10,2174.58,697.52,0.0,0.0,0.0,Feb-2019,261.54,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,24751,0,3,0,0,33,20393,66,0,1,2559,55,13800,0,0,0,1,3094,107,97.2,0,0,126,279,17,17,0,28,,,,0,3,4,3,4,3,6,9,4,9,0,0,0,0,100,100,0,1,44815,24751,3800,31015,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9600,9600,9600, 36 months,5.31,289.06,A,A1,Assistant Project Scientist,10+ years,OWN,94875,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,957xx,CA,5.84,0,Mar-1999,0,,,15,0,6779,7.4,23,w,3201.50,3201.50,6756.02,6756.02,6398.50,357.52,0.0,0.0,0.0,Feb-2019,889.06,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,330555,1,1,0,1,13,5529,69,1,3,2000,12,92200,1,1,2,5,22037,71515,8.5,0,0,154,228,5,5,1,5,,11,,0,7,8,12,14,5,13,17,8,15,0,0,0,2,100,0,0,0,422592,12308,78200,8000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,21000,21000,21000, 36 months,7.96,657.68,A,A5,Shipping clerk ,10+ years,MORTGAGE,77000,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,368xx,AL,12.73,0,Sep-1997,0,,,7,0,4446,18.5,10,w,15104.88,15104.88,7225.19,7225.19,5895.12,1330.07,0.0,0.0,0.0,Feb-2019,657.68,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,179631,1,2,1,1,9,32416,90,2,3,3402,40,24000,0,0,2,5,25662,5598,37.8,0,0,246,48,9,5,1,17,,7,,0,1,3,1,1,4,4,5,3,7,0,0,0,4,100,0,0,0,214721,36862,9000,47287,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000, 60 months,15.04,380.98,C,C4,Stocker,4 years,OWN,36000,Verified,Mar-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,223xx,VA,15.4,0,Jul-2010,1,,,6,0,2045,7.1,28,w,0.00,0.00,16273.081085213,16273.08,16000.00,273.08,0.0,0.0,0.0,Apr-2018,16286.45,,Jan-2019,0,,1,Individual,,,,0,0,19523,2,0,1,5,5,17478,93,3,4,1411,41,29000,0,8,2,9,3254,5089,21.7,0,0,92,80,5,5,0,18,,3,,0,1,3,1,5,14,4,14,3,6,0,0,0,4,100,0,0,0,47769,19523,6500,18769,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15350,15350,15350, 36 months,14.07,525.15,C,C3,Order filler,5 years,RENT,50000,Source Verified,Mar-2018,Charged Off,n,,,debt_consolidation,Debt consolidation,236xx,VA,19.35,1,Jan-2015,1,14,,13,0,11453,29.8,15,f,0.00,0.00,3138.9,3138.90,2127.76,1011.14,0.0,0.0,0.0,Oct-2018,525.15,,Feb-2019,0,,1,Individual,,,,0,0,29868,1,2,1,2,9,18415,90,3,9,996,51,38400,1,4,4,11,2298,2979,25.5,0,0,27,38,6,6,0,6,,6,14,0,3,7,5,5,3,11,12,7,13,0,0,0,4,93.3,20,0,0,58910,29868,4000,20510,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,19000,19000,19000, 60 months,11.98,422.46,B,B5,Lead,10+ years,MORTGAGE,34293.6,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,667xx,KS,14.25,0,Mar-2005,1,,,7,0,2269,29.5,14,w,16307.74,16307.74,4634.41,4634.41,2692.26,1942.15,0.0,0.0,0.0,Feb-2019,422.46,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,6804,0,1,0,1,19,4535,59,0,2,1753,44,7700,1,0,2,3,972,1047,62.6,0,0,156,134,14,14,0,34,,1,,0,1,2,2,5,4,6,10,2,7,0,0,0,0,100,0,0,0,15400,6804,2800,7700,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,24000,24000,24000, 60 months,14.07,559.31,C,C3,Sales Manager ,6 years,MORTGAGE,70000,Source Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,989xx,WA,22.9,0,Apr-2000,0,,105,15,1,15614,55.0,22,w,20757.32,20757.32,6133.65,6133.65,3242.68,2890.97,0.0,0.0,0.0,Feb-2019,559.31,Mar-2019,Jan-2019,0,,1,Individual,,,,0,0,218626,0,2,0,2,17,33184,80,0,3,3052,70,28400,2,2,0,6,14575,1680,86.7,0,0,104,215,16,16,1,22,,17,,0,7,10,7,7,7,12,14,10,14,0,0,0,0,100,71.4,1,0,245454,48798,12600,41297,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 36 months,16.01,703.24,C,C5,Compliance Director,10+ years,MORTGAGE,180000,Not Verified,Mar-2018,Current,n,,,home_improvement,Home improvement,960xx,CA,20.32,0,Feb-1996,2,,,10,0,23845,65.2,29,w,14868.53,14868.53,7717.85,7717.85,5131.47,2586.38,0.0,0.0,0.0,Feb-2019,703.24,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,131278,0,3,0,2,18,69015,34,0,2,15477,54,36600,3,3,4,4,13128,255,98.9,0,0,265,167,17,17,2,17,,0,,0,2,2,2,6,12,6,13,2,10,0,0,0,0,100,100,0,0,173586,131278,24100,95913,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,39725, 36 months,10.41,1298.41,B,B3,Network Specialist,10+ years,RENT,92000,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,113xx,NY,12.91,0,Oct-2003,0,24,,15,0,25908,39.8,27,f,29068.53,28868.68,14236.24,14138.37,10931.47,3304.77,0.0,0.0,0.0,Feb-2019,1298.41,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,83470,0,3,1,3,8,57562,97,0,2,8637,67,65100,1,0,1,5,5565,30385,42.6,0,0,54,173,18,8,0,21,29,8,24,0,6,8,8,15,4,12,23,8,15,0,0,0,1,88.9,25,0,0,124735,83470,52900,59635,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25600,25600,25600, 36 months,13.58,869.74,C,C2,Independent Contractor,2 years,RENT,55000,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,210xx,MD,29.02,0,May-2009,0,76,,10,0,14291,69.7,22,w,18846.06,18846.06,9632.78,9632.78,6753.94,2878.84,0.0,0.0,0.0,Feb-2019,869.74,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,51705,0,4,0,1,17,37414,74,0,4,3510,73,20500,1,0,2,5,5171,1584,78.9,0,0,79,106,20,17,0,20,76,1,76,0,3,5,3,10,9,5,13,5,10,0,0,0,0,95.5,33.3,0,0,71049,51705,7500,50549,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3800,3800,3800, 36 months,7.34,117.93,A,A4,Meat Manager,6 years,MORTGAGE,45529.6,Verified,Mar-2018,Current,n,,,home_improvement,Home improvement,853xx,AZ,12.26,0,Nov-2011,0,,,4,0,0,0.0,11,w,2598.56,2598.56,1420.68,1420.68,1201.44,219.24,0.0,0.0,0.0,Feb-2019,117.93,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,295922,0,1,2,3,8,28034,93,0,0,0,71,9400,2,1,6,4,73981,6000,0,0,0,52,76,45,8,3,59,,1,,0,0,0,1,2,5,2,3,0,4,0,0,0,2,100,0,0,0,314937,28034,6000,30100,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,36000,36000,36000, 36 months,10.41,1168.57,B,B3,Sr System analyst ,4 years,RENT,90000,Source Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,232xx,VA,11.73,0,Apr-2008,0,,,12,0,42297,66.3,15,w,26161.66,26161.66,12833.45,12833.45,9838.34,2995.11,0.0,0.0,0.0,Feb-2019,1168.57,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,61233,0,1,1,2,9,18936,90,0,0,14166,72,63800,1,3,1,2,5567,14003,75.1,0,0,56,119,25,9,0,25,,8,,0,7,7,8,8,4,11,11,7,12,0,0,0,1,100,57.1,0,0,84762,61233,56300,20962,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3500,3500,3500, 36 months,11.98,116.22,B,B5,Service Technician,10+ years,OWN,75000,Not Verified,Mar-2018,Current,n,,,other,Other,601xx,IL,12.27,0,Feb-2003,1,,,7,0,14285,89.3,11,w,2559.94,2559.94,1279.59,1279.59,940.06,339.53,0.0,0.0,0.0,Feb-2019,116.22,Mar-2019,Feb-2019,0,,1,Joint App,124000,16.65,Not Verified,0,0,100060,0,1,0,0,26,3443,34,0,0,5429,68,16000,0,1,1,0,16677,1715,89.3,0,0,72,181,41,26,1,41,,0,,0,4,4,5,7,3,5,7,4,7,0,0,0,0,100,100,0,0,113120,17728,16000,10000,40918,Jun-2005,0,0,10,69.5,1,11,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,22850,22850,22850, 36 months,20.39,853.74,D,D4,owner,10+ years,OWN,25000,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,146xx,NY,19.35,1,Jun-1995,0,8,,7,0,14184,54.1,15,f,17271.76,17271.76,9365.26,9365.26,5578.24,3787.02,0.0,0.0,0.0,Feb-2019,853.74,Mar-2019,Feb-2019,0,106,1,Individual,,,,0,0,14184,0,0,0,0,165,0,,0,0,6690,54,26200,0,1,0,0,2026,8914,60.4,0,0,184,273,39,39,0,84,106,,8,1,4,7,4,7,2,7,13,7,7,0,0,0,0,86.7,50,0,0,26200,14184,22500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,6.71,245.96,A,A3,Manager,10+ years,OWN,77000,Not Verified,Mar-2018,In Grace Period,n,,,home_improvement,Home improvement,387xx,MS,6.73,0,Aug-1994,0,,,6,0,7215,46.9,13,w,5936.34,5936.34,2456.62,2456.62,2063.66,392.96,0.0,0.0,0.0,Jan-2019,245.96,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,10234,0,1,0,1,22,3019,47,0,3,3859,47,15400,0,0,0,4,1706,3685,66.2,0,0,22,283,16,16,0,18,,16,,0,3,3,3,6,1,5,12,3,6,0,0,0,0,100,33.3,0,0,21800,10234,10900,6400,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,11.98,332.05,B,B5,auto technician,10+ years,MORTGAGE,90000,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,913xx,CA,23.79,0,Mar-1990,0,,82,13,1,18531,81.3,27,w,7314.21,7314.21,3649.07,3649.07,2685.79,963.28,0.0,0.0,0.0,Feb-2019,332.05,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,232456,0,3,1,2,8,20525,57,0,3,6410,66,22800,2,0,1,5,17881,1715,88.6,0,0,150,336,15,8,3,15,,8,,0,6,9,6,11,8,9,16,9,13,0,0,0,1,100,66.7,1,0,260200,39056,15000,36200,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 36 months,10.9,588.45,B,B4,SETTLEMENT OFFICER ,10+ years,RENT,74000,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,937xx,CA,14.26,0,Dec-2003,2,,62,22,1,18381,57.3,39,w,13108.90,13108.90,6462.05,6462.05,4891.10,1570.95,0.0,0.0,0.0,Feb-2019,588.45,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,26729,0,2,1,1,9,8348,76,1,3,4615,62,32100,2,2,4,4,1485,6819,72.9,0,0,69,171,9,9,1,21,,0,,0,8,8,13,18,6,20,32,8,22,0,0,0,2,100,66.7,1,0,43100,26729,25200,11000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,7.34,310.33,A,A4,Category Merchandiser,3 years,RENT,70000,Not Verified,Mar-2018,Current,n,,,home_improvement,Home improvement,959xx,CA,11.09,0,Aug-2010,1,,,14,0,12129,21.9,17,w,7173.81,7173.81,3424.99,3424.99,2826.19,598.80,0.0,0.0,0.0,Feb-2019,323.98,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,26894,0,5,0,0,25,14765,47,3,5,7737,31,55500,1,0,4,5,2069,32019,27.4,0,0,91,78,7,7,0,7,,0,,0,5,6,6,7,7,9,10,6,14,0,0,0,3,100,40,0,0,87220,26894,44100,31720,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3000,3000,3000, 36 months,10.9,98.08,B,B4,Costing Administrator,3 years,OWN,60000,Not Verified,Mar-2018,Fully Paid,n,,,car,Car financing,469xx,IN,16.18,0,Jul-1998,0,,,10,0,26759,54.5,26,w,0.00,0.00,3207.3403306009,3207.34,3000.00,207.34,0.0,0.0,0.0,Nov-2018,2522.6,,Feb-2019,0,,1,Individual,,,,0,0,30932,0,1,0,2,18,4173,56,1,3,13923,55,49100,0,3,1,5,3867,16760,59.4,0,0,121,236,12,12,1,12,,12,,0,3,5,5,10,7,9,18,5,10,0,0,0,1,100,75,0,0,56600,30932,41300,7500,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,30000,30000, 60 months,19.42,785.17,D,D3,Budget Analyst,10+ years,RENT,87600,Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,863xx,AZ,31.75,0,Aug-1991,0,31,,7,0,38337,77.3,13,w,26423.52,26423.52,8604.5,8604.50,3576.48,5028.02,0.0,0.0,0.0,Feb-2019,785.17,Mar-2019,Feb-2019,0,31,1,Individual,,,,0,0,49411,0,1,0,0,27,11074,32,0,0,23621,58,49600,0,0,0,0,7059,1137,96.3,0,0,140,319,47,27,0,126,31,,31,1,3,6,3,5,4,6,9,6,7,0,0,0,0,92.3,100,0,0,84600,49411,30900,35000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,9.93,322.35,B,B2,Chicago,3 years,OWN,50000,Not Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,606xx,IL,18.63,0,Jun-2006,2,,,6,0,11613,44.3,11,w,7252.60,7252.60,3540.33,3540.33,2747.40,792.93,0.0,0.0,0.0,Feb-2019,322.35,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,42081,0,1,0,1,15,30468,,1,3,4300,44,26200,0,0,3,4,7014,14587,44.3,0,0,140,50,11,11,0,11,,1,,0,5,5,5,7,4,5,7,5,6,0,0,0,1,100,20,0,0,63585,42081,26200,37385,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,9750, 36 months,10.41,324.61,B,B3,Welder ,1 year,RENT,48000,Not Verified,Mar-2018,Current,n,,,car,Car financing,971xx,OR,2.8,0,Dec-2009,0,,,4,0,5893,52.2,8,f,7269.86,7088.12,3564.51,3475.40,2730.14,834.37,0.0,0.0,0.0,Feb-2019,324.61,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,5893,1,0,0,0,,0,,2,3,2963,52,11300,0,0,1,3,1473,37,98.8,0,0,,99,4,4,0,10,,10,,0,1,3,1,2,0,4,8,3,4,0,0,0,2,100,100,0,0,11300,5893,3000,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
